vcc,status1,vpd,status2,txno,acc_z,p,vbat,t,rssi,rh,id,acc_y,acc_x,timestamp
2607,1001100,999,0,939,1143,1031.53,3871,15.37,120,88.09,0.79,56,-148,2017-03-15T10:30:58.320Z
2625,1001100,999,0,938,1150,1031.65,3871,15.21,120,88.58,0.79,63,-152,2017-03-15T10:25:07.447Z
2642,1001100,999,0,937,1150,1031.77,3875,15.09,120,89.03,0.79,57,-148,2017-03-15T10:19:06.903Z
2666,1001100,999,0,936,1159,1031.87,3871,15.07,120,89.22,0.79,54,-148,2017-03-15T10:13:11.121Z
2704,1001100,999,0,935,1164,1031.92,3871,15.06,120,89.48,0.79,52,-152,2017-03-15T10:07:16.735Z
2745,1001100,999,0,934,1171,1032.16,3871,15.01,120,89.98,0.79,56,-161,2017-03-15T10:01:20.287Z
2800,1001100,999,0,933,1179,1032.33,3871,14.93,120,90.63,0.79,60,-153,2017-03-15T09:55:25.319Z
2865,1001100,999,0,932,1192,1032.54,3871,14.86,120,91.16,0.79,56,-164,2017-03-15T09:49:30.335Z
2938,1001100,999,0,931,1207,1032.77,3871,14.75,120,91.68,0.79,60,-164,2017-03-15T09:43:36.692Z
2997,11100,999,0,930,1228,1033.02,3875,14.72,120,92.32,0.79,65,-153,2017-03-15T09:37:42.804Z
2997,101100,999,0,929,1239,1033.36,3871,14.61,120,92.96,0.79,55,-188,2017-03-15T09:31:49.552Z
2997,101100,999,0,928,1262,1033.58,3875,14.54,120,93.6,0.79,28,-244,2017-03-15T09:25:59.875Z
2997,101100,999,0,927,1286,1033.72,3875,14.5,120,94.21,0.79,183,-116,2017-03-15T09:20:09.032Z
2997,1100,999,0,926,1262,1033.79,3875,14.43,120,95.04,0.79,35,-173,2017-03-15T09:14:22.740Z
2997,1100,999,0,925,1283,1033.89,3875,14.34,120,95.86,0.79,54,-152,2017-03-15T09:08:40.405Z
2997,1100,999,0,924,1299,1033.95,3880,14.27,120,96.63,0.79,63,-160,2017-03-15T09:03:02.747Z
2997,1100,999,0,923,1318,1033.91,3884,14.2,120,97.36,0.79,54,-180,2017-03-15T08:57:29.330Z
2997,1100,999,0,922,1324,1033.87,3880,14.15,120,97.9,0.79,47,-193,2017-03-15T08:52:04.148Z
2997,1100,991,0,921,1324,1033.85,3884,14.12,120,98.3,0.79,56,-189,2017-03-15T08:46:35.952Z
2997,1100,962,0,920,1320,1033.94,3871,14.06,120,98.69,0.79,51,-193,2017-03-15T08:40:59.642Z
2997,1100,999,0,919,1312,1033.83,3880,14.05,120,98.91,0.79,56,-169,2017-03-15T08:35:27.844Z
2997,1100,966,0,918,1291,1033.76,3880,14.03,120,99.06,0.79,62,-157,2017-03-15T08:29:51.116Z
2997,101100,940,0,917,1262,1033.56,3875,14,120,99.14,0.79,38,-177,2017-03-15T08:24:10.852Z
2997,101100,828,0,916,1279,1033.49,3875,13.98,120,99.06,0.79,267,-145,2017-03-15T08:18:25.711Z
2997,11100,650,0,915,1295,1033.42,3875,13.93,120,98.91,0.79,44,-244,2017-03-15T08:12:44.173Z
2997,11100,694,0,914,1246,1033.1,3875,13.9,120,98.52,0.79,35,-208,2017-03-15T08:06:47.076Z
2997,1011100,747,0,913,1231,1032.64,3875,13.81,120,97.56,0.79,67,-164,2017-03-15T08:00:53.234Z
2964,1001100,732,0,912,1208,1032.28,3875,13.66,120,97.04,0.79,64,-148,2017-03-15T07:55:02.981Z
2894,1001100,637,0,911,1191,1032.07,3871,13.63,120,96.89,0.79,60,-168,2017-03-15T07:49:01.721Z
2806,1001100,608,0,910,1182,1031.89,3875,13.62,120,96.74,0.79,65,-157,2017-03-15T07:43:04.987Z
2701,1011100,670,0,909,1148,1031.68,3875,13.59,120,96.24,0.79,58,-146,2017-03-15T07:37:07.149Z
2598,1111100,609,0,908,1127,1031.34,3875,13.54,120,95.44,0.79,52,-161,2017-03-15T07:31:09.546Z
2452,1001100,458,0,907,1336,1030.59,3875,13.41,120,92.45,0.79,71,-196,2017-03-15T07:25:10.360Z
2425,1001100,451,0,906,1321,1030.52,3875,13.33,120,91.23,0.79,64,-207,2017-03-15T07:19:10.481Z
2411,1100,418,0,905,1308,1030.3,3875,13.28,120,90.75,0.79,60,-204,2017-03-15T07:13:10.672Z
2408,1001100,291,0,904,1315,1030.31,3875,13.22,120,90.65,0.79,63,-212,2017-03-15T07:07:15.222Z
2387,1100,167,0,903,1294,1030.33,3875,13.16,120,89.91,0.79,71,-208,2017-03-15T07:01:10.614Z
2387,1100,121,0,902,1300,1030.18,3871,13.17,120,89.74,0.79,64,-205,2017-03-15T06:55:09.198Z
2393,1100,140,0,901,1299,1030.22,3875,13.17,120,89.76,0.79,57,-208,2017-03-15T06:49:08.185Z
2396,1100,110,0,900,1304,1030.36,3875,13.16,120,89.89,0.79,66,-205,2017-03-15T06:43:07.423Z
2390,1100,79,0,899,1276,1030.33,3875,13.16,120,89.91,0.79,55,-214,2017-03-15T06:37:06.487Z
2390,1100,48,0,898,1304,1030.37,3875,13.16,120,89.91,0.79,63,-209,2017-03-15T06:31:13.177Z
2387,1100,22,0,897,1295,1030.23,3875,13.17,120,89.96,0.79,56,-208,2017-03-15T06:25:04.852Z
2390,1100,14,0,896,1304,1030.19,3875,13.18,120,89.93,0.79,75,-199,2017-03-15T06:19:03.599Z
2387,1100,8,0,895,1290,1030.13,3875,13.19,120,89.91,0.79,60,-212,2017-03-15T06:13:02.795Z
2387,1100,4,0,894,1295,1030.12,3875,13.21,120,89.91,0.79,60,-208,2017-03-15T06:07:07.441Z
2387,1100,0,0,893,1297,1030.07,3871,13.21,120,89.91,0.79,67,-210,2017-03-15T06:01:05.288Z
2390,1100,0,0,892,1295,1030,3875,13.25,120,89.76,0.79,54,-205,2017-03-15T05:55:00.916Z
2384,1100,0,0,891,1299,1030,3875,13.26,120,89.69,0.79,73,-208,2017-03-15T05:49:00.270Z
2384,1100,0,0,890,1296,1029.98,3875,13.26,120,89.67,0.79,60,-205,2017-03-15T05:42:59.228Z
2387,1100,0,0,889,1302,1029.93,3875,13.27,120,89.55,0.79,64,-202,2017-03-15T05:37:00.354Z
2384,1100,0,0,888,1304,1029.93,3875,13.27,120,89.51,0.79,67,-207,2017-03-15T05:30:58.578Z
2384,1100,0,0,887,1299,1029.91,3875,13.29,120,89.58,0.79,59,-205,2017-03-15T05:24:56.607Z
2384,1100,0,0,886,1304,1029.85,3875,13.31,120,89.62,0.79,71,-205,2017-03-15T05:18:57.059Z
2387,1100,0,0,885,1296,1029.89,3875,13.32,120,89.67,0.79,63,-205,2017-03-15T05:13:00.983Z
2384,1100,0,0,884,1311,1029.93,3875,13.32,120,89.67,0.79,63,-205,2017-03-15T05:06:54.934Z
2384,1100,0,0,883,1302,1030.03,3875,13.32,120,89.64,0.79,72,-212,2017-03-15T05:00:55.650Z
2384,1100,0,0,882,1297,1030.03,3875,13.33,120,89.6,0.79,67,-208,2017-03-15T04:54:53.023Z
2387,1100,0,0,881,1310,1029.9,3875,13.33,120,89.58,0.79,68,-205,2017-03-15T04:48:52.297Z
2384,1100,0,0,880,1304,1029.93,3875,13.37,120,89.53,0.79,67,-208,2017-03-15T04:42:52.778Z
2384,1100,0,0,879,1295,1030.02,3875,13.37,120,89.55,0.79,73,-217,2017-03-15T04:36:57.026Z
2384,1100,0,0,878,1311,1029.92,3875,13.38,120,89.6,0.79,71,-207,2017-03-15T04:30:50.804Z
2381,1100,0,0,877,1302,1029.89,3875,13.41,120,89.53,0.79,67,-209,2017-03-15T04:24:52.624Z
2381,1100,0,0,876,1310,1029.91,3875,13.41,120,89.46,0.79,75,-208,2017-03-15T04:18:50.114Z
2381,1100,0,0,875,1288,1029.95,3875,13.42,120,89.4,0.79,60,-209,2017-03-15T04:12:48.973Z
2381,1100,0,0,874,1292,1029.94,3875,13.43,120,89.45,0.79,59,-212,2017-03-15T04:06:49.813Z
2381,1100,0,0,873,1296,1029.94,3875,13.43,120,89.46,0.79,67,-201,2017-03-15T04:00:49.592Z
2381,1100,0,0,872,1304,1030.01,3875,13.47,120,89.4,0.79,71,-205,2017-03-15T03:54:51.972Z
2384,1100,0,0,871,1299,1030.08,3875,13.48,120,89.35,0.79,71,-216,2017-03-15T03:48:47.068Z
2381,1100,0,0,870,1295,1030.09,3875,13.51,120,89.35,0.79,72,-208,2017-03-15T03:42:46.322Z
2378,1100,0,0,869,1303,1030.05,3875,13.54,120,89.35,0.79,65,-207,2017-03-15T03:36:45.466Z
2387,1100,0,0,868,1302,1030.05,3875,13.56,120,89.32,0.79,64,-208,2017-03-15T03:30:49.827Z
2378,1100,0,0,867,1284,1030.02,3875,13.6,120,89.23,0.79,59,-209,2017-03-15T03:24:44.604Z
2384,1100,0,0,866,1292,1030.07,3875,13.6,120,89.2,0.79,59,-212,2017-03-15T03:18:49.419Z
2378,1100,0,0,865,1297,1029.91,3875,13.62,120,89.13,0.79,65,-207,2017-03-15T03:12:54.710Z
2378,1100,0,0,864,1299,1030.06,3871,13.66,120,89.04,0.79,73,-207,2017-03-15T03:06:43.838Z
2378,1100,0,0,863,1297,1030.02,3875,13.71,120,88.96,0.79,63,-205,2017-03-15T03:00:46.824Z
2384,1100,0,0,862,1292,1029.95,3875,13.72,120,88.96,0.79,70,-213,2017-03-15T02:54:48.027Z
2384,1100,0,0,861,1295,1029.94,3875,13.76,120,88.94,0.79,67,-209,2017-03-15T02:48:43.435Z
2381,1100,0,0,860,1299,1029.96,3875,13.78,120,88.91,0.79,65,-207,2017-03-15T02:42:43.418Z
2387,1100,0,0,859,1292,1030.12,3875,13.8,120,88.89,0.79,57,-212,2017-03-15T02:36:48.250Z
2381,1100,0,0,858,1307,1030.17,3875,13.82,120,88.94,0.79,72,-207,2017-03-15T02:30:52.071Z
2384,1100,0,0,856,1296,1030.23,3875,13.84,120,89.07,0.79,67,-205,2017-03-15T02:18:42.985Z
2387,1100,0,0,855,1283,1030.26,3875,13.84,120,89.12,0.79,56,-209,2017-03-15T02:12:43.273Z
2387,1100,0,0,854,1299,1030.37,3875,13.86,120,89.12,0.79,71,-212,2017-03-15T02:06:44.014Z
2393,1100,0,0,852,1299,1030.4,3875,13.88,120,89.18,0.79,70,-208,2017-03-15T01:54:42.933Z
2393,1100,0,0,851,1294,1030.5,3875,13.87,120,89.25,0.79,56,-208,2017-03-15T01:48:48.084Z
2393,1100,0,0,850,1292,1030.57,3875,13.88,120,89.32,0.79,59,-210,2017-03-15T01:42:43.737Z
2396,1100,0,0,849,1295,1030.6,3875,13.9,120,89.36,0.79,60,-212,2017-03-15T01:36:43.744Z
2396,1100,0,0,847,1302,1030.74,3875,13.9,120,89.48,0.79,59,-208,2017-03-15T01:24:43.766Z
2399,1100,0,0,846,1283,1030.78,3875,13.9,120,89.54,0.79,56,-208,2017-03-15T01:18:44.805Z
2399,1100,0,0,845,1304,1030.82,3875,13.91,120,89.5,0.79,68,-205,2017-03-15T01:12:50.352Z
2399,1100,0,0,844,1307,1030.7,3875,13.92,120,89.5,0.79,68,-205,2017-03-15T01:06:48.498Z
2408,1100,0,0,843,1299,1030.68,3875,13.91,120,89.52,0.79,57,-208,2017-03-15T01:00:45.520Z
2399,1100,0,0,842,1295,1030.69,3875,13.92,120,89.5,0.79,60,-212,2017-03-15T00:54:45.589Z
2399,1100,0,0,841,1308,1030.67,3875,13.92,120,89.5,0.79,63,-202,2017-03-15T00:48:45.434Z
2405,1100,0,0,840,1297,1030.45,3875,13.92,120,89.5,0.79,67,-208,2017-03-15T00:42:45.509Z
2402,1100,0,0,839,1310,1030.38,3875,13.92,120,89.54,0.79,63,-208,2017-03-15T00:36:45.915Z
2399,1100,0,0,838,1296,1030.32,3875,13.92,120,89.54,0.79,60,-217,2017-03-15T00:30:46.261Z
2402,1100,0,0,837,1299,1030.31,3875,13.93,120,89.52,0.79,63,-204,2017-03-15T00:24:47.941Z
2405,1100,0,0,836,1292,1030.19,3875,13.93,120,89.52,0.79,56,-212,2017-03-15T00:18:50.278Z
2399,1100,0,0,835,1299,1030.22,3875,13.95,120,89.54,0.79,65,-205,2017-03-15T00:12:47.535Z
2399,1100,0,0,834,1287,1030.16,3875,13.95,120,89.45,0.79,56,-208,2017-03-15T00:06:47.353Z
2402,1100,0,0,832,1302,1030.1,3875,13.97,120,89.48,0.79,60,-207,2017-03-14T23:54:48.011Z
2405,1100,0,0,831,1294,1030.06,3875,13.98,120,89.5,0.79,52,-212,2017-03-14T23:48:49.234Z
2408,1100,0,0,830,1308,1030.03,3875,13.98,120,89.56,0.79,68,-208,2017-03-14T23:42:48.835Z
2405,1100,0,0,829,1305,1029.97,3875,13.96,120,89.61,0.79,73,-201,2017-03-14T23:36:54.100Z
2405,1100,0,0,828,1303,1029.84,3875,13.97,120,89.68,0.79,71,-208,2017-03-14T23:30:50.077Z
2405,1100,0,0,827,1296,1029.82,3875,13.96,120,89.77,0.79,60,-209,2017-03-14T23:24:49.870Z
2402,1100,0,0,826,1308,1029.84,3875,13.96,120,89.63,0.79,62,-205,2017-03-14T23:18:50.742Z
2405,1100,0,0,825,1308,1029.68,3875,13.95,120,89.54,0.79,63,-213,2017-03-14T23:12:50.218Z
2405,1100,0,0,824,1305,1029.66,3875,13.95,120,89.58,0.79,73,-205,2017-03-14T23:06:51.735Z
2411,1100,0,0,822,1305,1029.61,3875,13.95,120,89.7,0.79,63,-205,2017-03-14T22:54:57.886Z
2408,1100,0,0,821,1297,1029.63,3875,13.92,120,89.79,0.79,59,-209,2017-03-14T22:48:57.002Z
2408,1100,0,0,820,1294,1029.7,3875,13.92,120,89.9,0.79,63,-209,2017-03-14T22:42:52.293Z
2411,1100,0,0,819,1300,1029.67,3875,13.91,120,90.1,0.79,59,-205,2017-03-14T22:36:52.665Z
2411,1001100,0,0,818,1308,1029.64,3875,13.9,120,90.42,0.79,62,-207,2017-03-14T22:30:56.001Z
2396,1100,0,0,817,1302,1029.61,3875,13.86,120,89.81,0.79,67,-205,2017-03-14T22:24:54.008Z
2390,1100,0,0,816,1296,1029.53,3871,13.84,120,89.52,0.79,63,-202,2017-03-14T22:18:53.878Z
2393,1100,0,0,815,1299,1029.51,3880,13.85,120,89.54,0.79,67,-205,2017-03-14T22:12:53.370Z
2387,1100,0,0,813,1287,1029.48,3875,13.87,120,89.5,0.79,55,-209,2017-03-14T22:01:06.647Z
2387,1100,0,0,811,1289,1029.47,3875,13.87,120,89.48,0.79,57,-208,2017-03-14T21:48:59.626Z
2393,1001100,0,0,810,1294,1029.45,3875,13.88,120,89.5,0.79,71,-212,2017-03-14T21:42:54.625Z
2381,1100,0,0,809,1287,1029.32,3875,13.89,120,89.45,0.79,65,-212,2017-03-14T21:36:54.283Z
2378,1100,0,0,807,1284,1029.31,3875,13.92,120,89.36,0.79,56,-210,2017-03-14T21:24:54.895Z
2375,1100,0,0,806,1302,1029.28,3875,13.92,120,89.36,0.79,63,-200,2017-03-14T21:18:58.539Z
2378,1100,0,0,805,1299,1029.29,3875,13.93,120,89.52,0.79,67,-205,2017-03-14T21:12:53.747Z
2373,1100,0,0,804,1296,1029.19,3875,13.93,120,89.5,0.79,70,-205,2017-03-14T21:06:54.406Z
2367,1100,0,0,803,1296,1029.11,3875,13.97,120,89.32,0.79,75,-210,2017-03-14T21:00:56.710Z
2364,11100,0,0,802,1299,1028.98,3875,13.98,120,89.25,0.79,67,-200,2017-03-14T20:54:54.023Z
2358,1001100,0,0,801,1302,1028.71,3875,14,120,89.03,0.79,71,-205,2017-03-14T20:48:59.534Z
2337,1100,0,0,800,1295,1028.56,3875,14.02,120,88.09,0.79,71,-200,2017-03-14T20:42:53.541Z
2329,1100,0,0,799,1296,1028.47,3875,14.03,120,87.37,0.79,71,-200,2017-03-14T20:36:53.656Z
2332,1100,0,0,798,1289,1028.54,3875,14.03,120,87.3,0.79,76,-208,2017-03-14T20:30:55.137Z
2323,1100,0,0,797,1284,1028.54,3875,14.03,120,87.22,0.79,71,-204,2017-03-14T20:24:53.106Z
2323,1100,0,0,796,1299,1028.52,3875,14.05,120,87.1,0.79,70,-200,2017-03-14T20:18:53.884Z
2323,1100,0,0,795,1299,1028.37,3875,14.09,120,86.99,0.79,73,-200,2017-03-14T20:12:54.481Z
2311,1100,0,0,793,1296,1028.23,3875,14.12,120,86.72,0.79,71,-197,2017-03-14T20:00:53.967Z
2311,1100,0,0,792,1292,1028.25,3875,14.14,120,86.59,0.79,71,-201,2017-03-14T19:54:53.299Z
2305,1100,0,0,791,1295,1028.14,3875,14.15,120,86.41,0.79,72,-204,2017-03-14T19:48:52.712Z
2311,1001100,0,0,790,1287,1028.14,3875,14.17,120,86.2,0.79,71,-204,2017-03-14T19:42:52.429Z
2299,1100,0,0,789,1283,1028.24,3875,14.18,120,86.1,0.79,56,-205,2017-03-14T19:36:52.886Z
2302,1100,0,0,788,1287,1028.21,3875,14.18,120,86.07,0.79,70,-202,2017-03-14T19:31:02.220Z
2296,1100,0,0,787,1287,1028.16,3875,14.22,120,85.98,0.79,52,-205,2017-03-14T19:24:53.472Z
2291,1100,0,0,786,1283,1027.93,3875,14.25,120,85.74,0.79,70,-208,2017-03-14T19:18:52.256Z
2285,1100,0,0,785,1287,1027.91,3875,14.27,120,85.27,0.79,51,-205,2017-03-14T19:12:52.591Z
2285,1100,0,0,784,1272,1027.86,3875,14.3,120,84.79,0.79,49,-208,2017-03-14T19:06:57.550Z
2279,1100,0,0,783,1286,1027.82,3875,14.31,120,84.46,0.79,73,-200,2017-03-14T19:00:52.433Z
2273,1100,0,0,781,1279,1027.7,3880,14.36,120,83.83,0.79,73,-202,2017-03-14T18:48:52.218Z
2270,1100,0,0,780,1279,1027.63,3875,14.39,120,83.61,0.79,56,-200,2017-03-14T18:43:02.490Z
2273,1100,0,0,779,1275,1027.62,3875,14.43,120,83.38,0.79,52,-208,2017-03-14T18:36:52.312Z
2267,1100,1,0,778,1283,1027.64,3875,14.47,120,83.31,0.79,49,-200,2017-03-14T18:30:55.326Z
2270,1100,6,0,777,1272,1027.67,3875,14.5,120,83.34,0.79,49,-208,2017-03-14T18:24:52.325Z
2270,1100,12,0,776,1276,1027.63,3875,14.55,120,83.24,0.79,48,-200,2017-03-14T18:18:53.868Z
2270,1100,22,0,775,1260,1027.51,3875,14.6,120,83.16,0.79,47,-205,2017-03-14T18:13:01.632Z
2264,1100,35,0,774,1267,1027.43,3875,14.72,120,83.05,0.79,48,-208,2017-03-14T18:06:53.882Z
2267,1100,54,0,773,1264,1027.39,3875,14.72,120,83.09,0.79,49,-208,2017-03-14T18:00:54.708Z
2270,1100,76,0,772,1271,1027.37,3875,14.73,120,83.16,0.79,56,-208,2017-03-14T17:54:53.780Z
2276,1100,95,0,771,1292,1027.25,3875,14.74,120,83.11,0.79,72,-196,2017-03-14T17:48:54.965Z
2276,1100,118,0,770,1287,1027.31,3875,14.84,20,83.27,0.79,67,-199,2017-03-14T17:42:55.010Z
2279,1100,125,0,769,1279,1027.32,3875,14.89,20,83.4,0.79,51,-207,2017-03-14T17:36:57.435Z
2276,1100,134,0,768,1284,1027.22,3875,14.92,20,83.37,0.79,73,-193,2017-03-14T17:30:56.949Z
2279,1100,157,0,767,1279,1027.11,3875,14.95,20,83.49,0.79,71,-200,2017-03-14T17:24:59.948Z
2276,1100,169,0,766,1284,1027.13,3875,14.99,20,83.37,0.79,77,-201,2017-03-14T17:18:58.345Z
2276,1100,178,0,765,1265,1027.03,3875,15.02,20,82.88,0.79,56,-214,2017-03-14T17:13:04.224Z
2279,1100,191,0,764,1278,1026.95,3875,15.05,20,82.68,0.79,73,-205,2017-03-14T17:07:00.594Z
2279,1100,206,0,763,1273,1026.94,3875,15.09,20,82.7,0.79,54,-205,2017-03-14T17:01:02.615Z
2276,1100,222,0,762,1275,1026.86,3875,15.15,20,82.79,0.79,48,-212,2017-03-14T16:55:03.296Z
2276,1100,239,0,761,1283,1026.94,3875,15.19,20,82.85,0.79,76,-201,2017-03-14T16:49:05.983Z
2285,1100,253,0,760,1278,1027.09,3875,15.23,20,82.83,0.79,49,-205,2017-03-14T16:43:10.116Z
2282,1001100,259,0,759,1290,1027.1,3875,15.29,20,82.96,0.79,75,-199,2017-03-14T16:37:06.729Z
2293,1100,274,0,758,1283,1027.07,3875,15.34,20,83.28,0.79,56,-205,2017-03-14T16:31:08.430Z
2291,1100,302,0,757,1289,1027.15,3875,15.4,20,83.48,0.79,71,-200,2017-03-14T16:25:10.379Z
2296,1100,338,0,756,1299,1027.28,3875,15.47,20,83.63,0.79,73,-199,2017-03-14T16:19:11.862Z
2302,1100,522,0,755,1296,1027.28,3875,15.53,20,83.82,0.79,76,-205,2017-03-14T16:13:14.218Z
2311,1100,464,0,754,1295,1027.27,3875,15.61,20,84.04,0.79,72,-204,2017-03-14T16:07:19.378Z
2320,1100,771,0,753,1294,1027.29,3875,15.65,20,84.31,0.79,73,-205,2017-03-14T16:01:24.499Z
2323,1100,666,0,752,1295,1027.34,3875,15.63,20,84.74,0.79,76,-205,2017-03-14T15:55:27.300Z
2329,1100,700,0,751,1302,1027.33,3875,15.6,20,85.14,0.79,76,-205,2017-03-14T15:49:23.789Z
2334,1100,617,0,750,1304,1027.26,3875,15.62,20,85.43,0.79,75,-202,2017-03-14T15:43:32.284Z
2340,1100,527,0,749,1292,1027.39,3875,15.67,20,85.66,0.79,71,-208,2017-03-14T15:37:29.203Z
2346,1100,395,0,748,1305,1027.35,3875,15.68,910,86,0.79,73,-200,2017-03-14T15:31:33.318Z
2355,1100,613,0,747,1297,1027.39,3875,15.73,20,86.43,0.79,76,-209,2017-03-14T15:25:35.510Z
2361,1100,589,0,746,1299,1027.34,3875,15.82,20,86.78,0.79,71,-200,2017-03-14T15:19:38.567Z
2364,1100,629,0,745,1286,1027.28,3875,15.85,20,86.77,0.79,73,-208,2017-03-14T15:13:41.112Z
2361,11100,728,0,744,1304,1027.33,3875,15.87,20,86.83,0.79,71,-196,2017-03-14T15:07:44.575Z
2352,1100,788,0,743,1311,1027.04,3875,15.87,20,86.59,0.79,76,-200,2017-03-14T15:01:47.552Z
2343,1100,867,0,742,1303,1026.96,3871,15.89,910,85.57,0.79,78,-207,2017-03-14T14:55:50.882Z
2334,1100,720,0,741,1299,1026.91,3875,15.81,410,85.57,0.79,79,-201,2017-03-14T14:49:53.845Z
2334,1100,380,0,740,1304,1026.93,3875,15.8,410,85.71,0.79,79,-202,2017-03-14T14:43:56.566Z
2326,1011100,570,0,739,1307,1027.04,3875,15.85,410,85.52,0.79,78,-199,2017-03-14T14:37:59.924Z
2311,1100,902,0,738,1299,1026.77,3875,15.83,510,84.15,0.79,72,-200,2017-03-14T14:32:03.646Z
2311,1100,999,0,737,1299,1026.8,3875,15.75,510,83.79,0.79,60,-205,2017-03-14T14:26:06.045Z
2308,1100,999,0,735,1292,1026.71,3875,15.69,910,83.23,0.79,60,-208,2017-03-14T14:14:12.863Z
2317,1100,607,0,734,1287,1026.83,3875,15.64,910,83.68,0.79,71,-205,2017-03-14T14:08:13.765Z
2323,11100,999,0,733,1311,1026.69,3875,15.76,910,83.68,0.79,81,-207,2017-03-14T14:02:28.553Z
2329,1100,999,0,732,1299,1026.97,3875,15.61,910,84.27,0.79,76,-205,2017-03-14T13:56:26.756Z
2334,1100,601,0,731,1307,1026.95,3875,15.67,910,84.49,0.79,79,-198,2017-03-14T13:50:22.687Z
2337,1100,999,0,730,1310,1027.04,3875,15.61,910,84.81,0.79,76,-201,2017-03-14T13:44:30.807Z
2343,1100,868,0,729,1295,1027.01,3875,15.61,910,85.01,0.79,72,-201,2017-03-14T13:38:28.216Z
2352,1100,911,0,728,1310,1026.95,3875,15.63,910,85.21,0.79,76,-210,2017-03-14T13:32:31.918Z
2358,1001100,999,0,727,1304,1026.99,3875,15.69,910,85.32,0.79,71,-200,2017-03-14T13:26:34.451Z
2373,1100,933,0,726,1304,1027.12,3875,15.64,910,85.64,0.79,67,-204,2017-03-14T13:20:46.211Z
2370,1100,842,0,725,1308,1027.08,3875,15.58,910,85.97,0.79,62,-205,2017-03-14T13:14:45.332Z
2373,1001100,939,0,724,1300,1027.19,3875,15.53,910,86.22,0.79,67,-202,2017-03-14T13:08:43.416Z
2384,1100,634,0,723,1299,1027.17,3875,15.58,910,86.17,0.79,63,-209,2017-03-14T13:02:46.569Z
2384,1100,999,0,722,1295,1027.09,3875,15.59,910,86.4,0.79,63,-208,2017-03-14T12:56:51.065Z
2460,1111100,914,0,720,1281,1027.51,3875,15.62,910,86.74,0.79,62,-204,2017-03-14T12:44:58.169Z
2516,1101100,999,0,719,1347,1027.82,3875,15.53,910,87.21,0.79,94,-177,2017-03-14T12:39:01.370Z
2534,1001100,999,0,718,1124,1027.78,3875,15.47,910,87.59,0.79,56,-149,2017-03-14T12:33:05.914Z
2554,1001100,999,0,717,1134,1028,3875,15.38,910,88.04,0.79,59,-153,2017-03-14T12:27:15.039Z
2566,1100,999,0,716,1136,1027.99,3875,15.21,910,88.61,0.79,60,-156,2017-03-14T12:21:14.355Z
2572,1100,999,0,715,1132,1028.09,3875,15.06,910,89.03,0.79,62,-153,2017-03-14T12:15:17.155Z
2575,1100,894,0,714,1129,1028.12,3871,14.95,910,89.32,0.79,56,-153,2017-03-14T12:09:20.529Z
2578,1100,452,0,713,1128,1028.13,3875,14.89,910,89.42,0.79,56,-153,2017-03-14T12:03:23.132Z
2586,1100,630,0,712,1134,1028.09,3875,14.95,910,89.39,0.79,62,-157,2017-03-14T11:57:31.407Z
2592,1100,857,0,711,1139,1028.13,3875,14.89,910,89.55,0.79,62,-156,2017-03-14T11:51:29.349Z
2598,1100,712,0,710,1137,1028.17,3875,14.87,910,89.68,0.79,56,-151,2017-03-14T11:45:33.430Z
2607,1100,736,0,709,1134,1028.17,3875,14.86,910,89.77,0.79,57,-148,2017-03-14T11:39:40.730Z
2610,1100,744,0,708,1139,1028.07,3875,14.8,910,89.95,0.79,60,-144,2017-03-14T11:33:38.750Z
2616,1100,999,0,707,1144,1028.07,3871,14.74,910,90.16,0.79,56,-148,2017-03-14T11:27:41.481Z
2619,1100,831,0,706,1136,1028.06,3875,14.73,910,90.18,0.79,57,-153,2017-03-14T11:21:51.166Z
2625,1100,670,0,705,1139,1028,3875,14.73,910,90.2,0.79,60,-148,2017-03-14T11:15:49.702Z
2630,1100,749,0,704,1142,1027.94,3875,14.73,910,90.26,0.79,60,-148,2017-03-14T11:09:50.303Z
2636,1100,675,0,703,1148,1027.93,3875,14.73,910,90.33,0.79,56,-145,2017-03-14T11:03:53.846Z
2639,1100,689,0,702,1144,1028.01,3875,14.73,910,90.44,0.79,56,-145,2017-03-14T10:57:56.805Z
2642,1100,602,0,701,1144,1028.02,3875,14.73,910,90.48,0.79,62,-146,2017-03-14T10:51:59.354Z
2651,1001100,626,0,700,1145,1028.13,3875,14.72,910,90.53,0.79,56,-136,2017-03-14T10:46:02.344Z
2663,1100,443,0,699,1151,1028.21,3875,14.73,910,90.51,0.79,63,-145,2017-03-14T10:40:05.594Z
2671,1001100,886,0,698,1150,1028.09,3880,14.72,910,90.66,0.79,57,-145,2017-03-14T10:34:19.884Z
2683,1100,943,0,697,1155,1028.13,3875,14.72,910,90.81,0.79,60,-148,2017-03-14T10:28:18.685Z
2692,1100,764,0,696,1155,1028.1,3875,14.6,910,91.03,0.79,63,-145,2017-03-14T10:22:16.144Z
2698,1100,706,0,695,1148,1028.1,3875,14.55,910,91.2,0.79,59,-145,2017-03-14T10:16:21.228Z
2707,1001100,558,0,694,1151,1028.07,3875,14.52,910,91.25,0.79,59,-144,2017-03-14T10:10:23.704Z
2718,1100,621,0,693,1155,1028.09,3875,14.52,910,91.34,0.79,63,-149,2017-03-14T10:04:29.717Z
2724,1100,642,0,692,1159,1028.12,3875,14.5,910,91.43,0.79,60,-144,2017-03-14T09:58:28.952Z
