vcc,status1,vpd,status2,txno,acc_z,p,vbat,t,rssi,rh,id,acc_y,acc_x,timestamp
2200,1100,999,0,1651,1331,1012.52,3950,13.25,120,82.5,0.79,28,-180,2017-03-07T11:55:41.010Z
2200,1100,999,0,1650,1329,1012.64,3950,13.18,120,82.7,0.79,36,-178,2017-03-07T11:49:41.567Z
2208,1100,999,0,1649,1324,1012.85,3950,13.16,120,82.99,0.79,35,-185,2017-03-07T11:43:39.934Z
2206,1100,999,0,1648,1331,1012.92,3950,13.16,120,83.3,0.79,36,-183,2017-03-07T11:37:43.015Z
2208,1100,999,0,1647,1329,1012.89,3955,13.11,120,83.49,0.79,35,-180,2017-03-07T11:31:42.219Z
2208,11100,999,0,1646,1331,1012.97,3950,13.06,120,83.73,0.79,36,-178,2017-03-07T11:25:43.060Z
2208,1100,999,0,1645,1334,1012.71,3950,13.02,120,84,0.79,24,-180,2017-03-07T11:19:45.508Z
2208,1100,999,0,1644,1335,1012.85,3950,12.97,120,84.2,0.79,35,-180,2017-03-07T11:13:39.801Z
2211,1100,999,0,1643,1337,1012.96,3950,12.94,120,84.49,0.79,39,-177,2017-03-07T11:07:40.081Z
2214,1100,999,0,1642,1336,1012.89,3950,12.88,120,84.78,0.79,27,-185,2017-03-07T11:01:40.033Z
2220,1100,999,0,1641,1342,1012.91,3950,12.81,120,84.94,0.79,40,-180,2017-03-07T10:55:39.672Z
2223,1100,999,0,1640,1343,1012.95,3950,12.76,120,85.18,0.79,38,-175,2017-03-07T10:49:44.492Z
2223,1100,999,0,1639,1337,1012.95,3950,12.71,120,85.49,0.79,28,-178,2017-03-07T10:43:38.440Z
2220,1100,999,0,1638,1343,1013.01,3950,12.64,120,85.72,0.79,35,-186,2017-03-07T10:37:37.633Z
2220,1100,999,0,1637,1337,1013.1,3950,12.54,120,85.94,0.79,31,-178,2017-03-07T10:31:38.387Z
2223,1100,999,0,1635,1343,1013.06,3950,12.35,120,86.25,0.79,39,-178,2017-03-07T10:19:40.161Z
2229,1100,999,0,1634,1329,1013.17,3955,12.26,120,86.36,0.79,38,-183,2017-03-07T10:13:34.456Z
2226,1100,999,0,1633,1329,1013.11,3955,12.2,120,86.47,0.79,41,-180,2017-03-07T10:07:32.474Z
2229,1100,608,0,1632,1313,1013.02,3950,12.17,120,86.65,0.79,48,-175,2017-03-07T10:01:33.641Z
2232,1001100,546,0,1631,1316,1012.92,3955,12.17,120,86.92,0.79,48,-180,2017-03-07T09:55:30.227Z
2244,1001100,999,0,1630,1319,1012.98,3880,12.13,120,87.17,0.79,47,-180,2017-03-07T09:49:27.435Z
2232,1100,951,0,1629,1332,1012.82,3955,12.11,120,87.48,0.79,40,-178,2017-03-07T09:43:26.691Z
2235,1100,999,0,1628,1327,1012.7,3950,12.05,120,87.63,0.79,39,-180,2017-03-07T09:37:27.983Z
2235,1100,944,0,1627,1331,1012.49,3955,11.98,120,87.92,0.79,46,-178,2017-03-07T09:31:22.932Z
2232,1100,999,0,1625,1347,1012.33,3950,11.82,120,88.23,0.79,39,-168,2017-03-07T09:19:21.939Z
2235,1100,999,0,1624,1304,1012.28,3955,11.71,120,88.2,0.79,55,-175,2017-03-07T09:13:22.869Z
2232,1100,507,0,1623,1292,1012.19,3955,11.7,120,88.42,0.79,70,-186,2017-03-07T09:07:21.460Z
2235,1100,440,0,1622,1314,1012.16,3955,11.71,120,88.77,0.79,59,-174,2017-03-07T09:01:15.648Z
2241,1100,999,0,1621,1339,1012.21,3955,11.7,120,89.13,0.79,48,-176,2017-03-07T08:55:17.587Z
2238,1100,999,0,1620,1336,1012.28,3955,11.63,120,89.33,0.79,43,-177,2017-03-07T08:49:08.684Z
2235,1100,999,0,1619,1328,1012.34,3955,11.52,120,89.29,0.79,38,-173,2017-03-07T08:43:07.097Z
2226,1100,919,0,1618,1315,1012.38,3950,11.45,120,89.26,0.79,46,-180,2017-03-07T08:37:06.031Z
2220,1100,999,0,1617,1321,1012.56,3955,11.38,120,89.09,0.79,51,-173,2017-03-07T08:31:13.905Z
2203,1100,999,0,1615,1311,1012.7,3955,11.21,120,87.42,0.79,43,-178,2017-03-07T08:18:57.069Z
2197,1100,414,0,1614,1279,1012.64,3955,11.14,120,85.65,0.79,48,-173,2017-03-07T08:12:52.343Z
2206,1001100,355,0,1613,1278,1012.64,3955,11.1,120,85.49,0.79,56,-170,2017-03-07T08:06:51.160Z
2194,1100,322,0,1612,1278,1012.54,3955,11.09,120,85.52,0.79,51,-189,2017-03-07T08:00:47.096Z
2203,1100,284,0,1611,1279,1012.47,3955,11.07,120,85.52,0.79,44,-186,2017-03-07T07:54:39.963Z
2197,1100,383,0,1610,1296,1012.31,3955,11.06,120,85.45,0.79,70,-178,2017-03-07T07:48:37.757Z
2197,1100,351,0,1609,1297,1012.38,3955,11.03,120,85.3,0.79,44,-188,2017-03-07T07:42:32.873Z
2203,1100,306,0,1608,1283,1012.19,3955,11,120,85.1,0.79,60,-175,2017-03-07T07:36:29.388Z
2191,1100,206,0,1606,1286,1012.15,3955,10.94,120,84.72,0.79,63,-180,2017-03-07T07:24:18.742Z
2194,1100,186,0,1604,1271,1012.01,3955,10.92,120,84.53,0.79,62,-177,2017-03-07T07:12:14.451Z
2197,1100,128,0,1603,1278,1012.1,3955,10.92,120,84.5,0.79,64,-185,2017-03-07T07:06:14.669Z
2191,1100,91,0,1602,1271,1011.93,3955,10.92,120,84.46,0.79,54,-191,2017-03-07T07:00:04.241Z
2194,1100,63,0,1600,1275,1011.82,3959,10.99,120,84.39,0.79,56,-177,2017-03-07T06:47:51.517Z
2194,1100,47,0,1599,1272,1011.84,3955,10.99,120,84.37,0.79,56,-177,2017-03-07T06:41:47.500Z
2188,11100,43,0,1598,1276,1011.79,3959,10.99,120,84.34,0.79,40,-192,2017-03-07T06:35:43.672Z
2188,1100,26,0,1597,1260,1011.51,3959,11,120,84.33,0.79,63,-184,2017-03-07T06:29:36.918Z
2188,1100,1,0,1595,1264,1011.29,3955,11.03,120,84.28,0.79,56,-177,2017-03-07T06:17:28.473Z
2188,1100,0,0,1594,1267,1011.35,3955,11.04,120,84.27,0.79,46,-192,2017-03-07T06:11:23.439Z
2191,1100,0,0,1591,1272,1011.53,3959,11.08,120,84.25,0.79,64,-185,2017-03-07T05:53:11.024Z
2194,1100,0,0,1589,1264,1011.31,3955,11.1,120,84.24,0.79,56,-177,2017-03-07T05:41:05.587Z
2188,1100,0,0,1588,1264,1011.35,3955,11.1,120,84.24,0.79,56,-184,2017-03-07T05:34:58.168Z
2194,1100,0,0,1587,1259,1011.43,3959,11.1,120,84.21,0.79,63,-188,2017-03-07T05:28:52.503Z
2188,1100,0,0,1586,1260,1011.41,3959,11.11,120,84.19,0.79,49,-196,2017-03-07T05:22:48.766Z
2188,1100,0,0,1585,1276,1011.39,3959,11.11,120,84.17,0.79,49,-189,2017-03-07T05:16:43.200Z
2188,1100,0,0,1584,1260,1011.29,3959,11.12,120,84.14,0.79,39,-189,2017-03-07T05:10:39.639Z
2188,1100,0,0,1583,1270,1011.19,3959,11.14,120,84.1,0.79,55,-178,2017-03-07T05:04:34.205Z
2188,1100,0,0,1582,1264,1011.25,3959,11.14,120,84.08,0.79,67,-180,2017-03-07T04:58:36.283Z
2191,1100,0,0,1581,1274,1011.23,3959,11.15,120,84.05,0.79,47,-189,2017-03-07T04:52:25.247Z
2191,1100,0,0,1580,1257,1011.16,3959,11.15,120,84.03,0.79,56,-178,2017-03-07T04:46:20.916Z
2191,1100,0,0,1579,1257,1011.21,3959,11.16,120,84.01,0.79,62,-180,2017-03-07T04:40:17.962Z
2194,1100,0,0,1578,1267,1011.19,3959,11.16,120,83.99,0.79,54,-177,2017-03-07T04:34:12.015Z
2185,1100,0,0,1577,1267,1011.36,3959,11.17,120,83.97,0.79,60,-180,2017-03-07T04:28:09.343Z
2194,1100,0,0,1575,1272,1011.51,3959,11.18,120,83.92,0.79,68,-180,2017-03-07T04:15:58.422Z
2185,1100,0,0,1574,1268,1011.34,3959,11.18,120,83.9,0.79,63,-181,2017-03-07T04:09:54.184Z
2188,1100,0,0,1573,1268,1011.2,3959,11.19,120,83.88,0.79,56,-184,2017-03-07T04:03:50.847Z
2197,1001100,0,0,1571,1260,1011.27,3950,11.21,120,83.88,0.79,56,-181,2017-03-07T03:51:40.956Z
2185,1100,0,0,1570,1264,1011.15,3959,11.22,120,83.9,0.79,54,-175,2017-03-07T03:45:42.544Z
2188,1100,0,0,1569,1264,1011.04,3959,11.22,120,83.85,0.79,39,-194,2017-03-07T03:39:37.967Z
2188,1100,0,0,1568,1272,1010.99,3959,11.24,120,83.83,0.79,49,-193,2017-03-07T03:33:28.336Z
2191,1100,0,0,1567,1264,1010.97,3959,11.25,120,83.81,0.79,57,-189,2017-03-07T03:27:24.892Z
2191,1100,0,0,1566,1264,1010.87,3959,11.26,120,83.76,0.79,59,-177,2017-03-07T03:21:23.042Z
2185,1100,0,0,1565,1260,1010.64,3959,11.28,120,83.75,0.79,56,-180,2017-03-07T03:15:15.336Z
2185,1100,0,0,1564,1270,1010.67,3959,11.29,120,83.7,0.79,57,-183,2017-03-07T03:09:12.629Z
2185,1100,0,0,1563,1264,1010.75,3959,11.31,120,83.68,0.79,60,-181,2017-03-07T03:03:12.993Z
2188,1100,0,0,1562,1260,1010.86,3959,11.32,120,83.63,0.79,48,-193,2017-03-07T02:57:08.104Z
2182,1100,0,0,1561,1273,1010.71,3959,11.33,120,83.61,0.79,46,-193,2017-03-07T02:51:01.224Z
2191,1100,0,0,1560,1260,1010.69,3959,11.34,120,83.56,0.79,57,-183,2017-03-07T02:44:56.835Z
2182,1100,0,0,1559,1272,1010.53,3959,11.35,120,83.53,0.79,67,-180,2017-03-07T02:38:51.498Z
2182,1100,0,0,1558,1263,1010.31,3959,11.35,120,83.5,0.79,62,-185,2017-03-07T02:32:45.308Z
2188,1100,0,0,1555,1267,1010.17,3959,11.38,120,83.48,0.79,48,-193,2017-03-07T02:14:34.433Z
2182,1100,0,0,1554,1260,1010.13,3963,11.39,120,83.43,0.79,63,-180,2017-03-07T02:08:32.463Z
2182,1100,0,0,1553,1260,1010.2,3959,11.4,120,83.39,0.79,62,-185,2017-03-07T02:02:33.720Z
2188,1100,0,0,1552,1257,1010.21,3959,11.41,120,83.34,0.79,46,-193,2017-03-07T01:56:21.436Z
2179,1100,0,0,1551,1264,1010.23,3959,11.43,120,83.32,0.79,47,-193,2017-03-07T01:50:17.451Z
2182,1100,0,0,1550,1256,1010.26,3959,11.44,120,83.27,0.79,48,-194,2017-03-07T01:44:20.049Z
2188,1100,0,0,1549,1265,1010.21,3959,11.45,120,83.24,0.79,41,-189,2017-03-07T01:38:10.353Z
2182,1100,0,0,1548,1260,1010.3,3959,11.46,120,83.21,0.79,44,-193,2017-03-07T01:32:06.048Z
2182,1100,0,0,1547,1255,1010.32,3959,11.47,120,83.19,0.79,46,-193,2017-03-07T01:26:00.746Z
2182,1100,0,0,1546,1270,1010.12,3963,11.47,120,83.17,0.79,44,-192,2017-03-07T01:19:58.331Z
2182,1100,0,0,1545,1270,1010.19,3959,11.48,120,83.14,0.79,55,-199,2017-03-07T01:13:54.337Z
2182,1100,0,0,1544,1264,1010.2,3959,11.49,120,83.12,0.79,48,-192,2017-03-07T01:07:50.878Z
2182,1100,0,0,1543,1255,1010.19,3959,11.5,120,83.1,0.79,44,-195,2017-03-07T01:01:44.808Z
2182,1100,0,0,1542,1264,1010.21,3963,11.51,120,83.08,0.79,48,-193,2017-03-07T00:55:47.100Z
2179,1100,0,0,1541,1260,1010.03,3959,11.51,120,83.05,0.79,46,-192,2017-03-07T00:49:44.657Z
2179,1100,0,0,1540,1264,1009.93,3959,11.53,120,83.04,0.79,63,-184,2017-03-07T00:43:43.960Z
2182,1100,0,0,1539,1267,1009.84,3963,11.53,120,82.99,0.79,62,-181,2017-03-07T00:37:32.187Z
2176,1100,0,0,1538,1268,1009.65,3959,11.55,120,82.95,0.79,44,-196,2017-03-07T00:31:29.896Z
2179,1100,0,0,1536,1264,1009.5,3963,11.58,120,82.92,0.79,56,-184,2017-03-07T00:19:17.656Z
2185,1100,0,0,1535,1266,1009.46,3963,11.59,120,82.83,0.79,57,-181,2017-03-07T00:13:16.862Z
2182,1100,0,0,1534,1264,1009.49,3963,11.59,120,82.74,0.79,60,-181,2017-03-07T00:07:11.724Z
2179,1100,0,0,1533,1259,1009.36,3963,11.6,120,82.63,0.79,44,-194,2017-03-07T00:01:06.099Z
2173,1100,0,0,1532,1264,1009.22,3959,11.62,120,82.5,0.79,44,-189,2017-03-06T23:55:04.264Z
2170,1100,0,0,1530,1264,1009.11,3959,11.63,120,82.21,0.79,41,-189,2017-03-06T23:42:59.066Z
2179,1100,0,0,1529,1267,1009.08,3963,11.65,120,82.01,0.79,43,-196,2017-03-06T23:36:57.028Z
2173,1100,0,0,1528,1271,1009.14,3963,11.67,120,81.83,0.79,57,-179,2017-03-06T23:30:47.374Z
2173,1100,0,0,1527,1255,1009.1,3963,11.69,120,81.61,0.79,56,-184,2017-03-06T23:24:43.967Z
2167,1100,0,0,1526,1262,1008.95,3963,11.7,120,81.3,0.79,39,-196,2017-03-06T23:18:45.301Z
2165,1100,0,0,1524,1267,1008.86,3963,11.74,20,80.24,0.79,62,-181,2017-03-06T23:06:36.453Z
2165,1100,0,0,1523,1260,1008.82,3959,11.76,20,79.61,0.79,67,-191,2017-03-06T23:00:30.526Z
2162,1100,0,0,1522,1255,1008.78,3963,11.76,20,79.61,0.79,67,-184,2017-03-06T22:54:27.897Z
2170,1100,0,0,1521,1272,1008.69,3963,11.76,20,79.66,0.79,46,-194,2017-03-06T22:48:25.744Z
2165,1100,0,0,1520,1271,1008.69,3963,11.76,20,79.7,0.79,64,-189,2017-03-06T22:42:20.684Z
2162,1100,0,0,1519,1258,1008.63,3963,11.77,20,79.8,0.79,43,-194,2017-03-06T22:36:17.526Z
2170,1100,0,0,1518,1263,1008.47,3963,11.77,20,79.88,0.79,63,-183,2017-03-06T22:30:22.825Z
2167,1100,0,0,1517,1272,1008.34,3963,11.77,20,79.92,0.79,63,-186,2017-03-06T22:24:08.014Z
2165,1100,0,0,1515,1267,1008.12,3963,11.76,20,80.06,0.79,46,-186,2017-03-06T22:12:02.861Z
2170,1100,0,0,1514,1255,1008.05,3963,11.77,20,80.15,0.79,36,-197,2017-03-06T22:06:01.585Z
2165,1100,0,0,1513,1267,1007.93,3963,11.76,20,80.17,0.79,39,-193,2017-03-06T21:59:54.969Z
2170,1100,0,0,1512,1275,1007.75,3963,11.76,20,80.15,0.79,51,-200,2017-03-06T21:53:53.513Z
2165,1100,0,0,1511,1249,1007.67,3963,11.76,20,80.15,0.79,53,-200,2017-03-06T21:47:46.554Z
2165,1100,0,0,1510,1263,1007.55,3963,11.76,20,80.1,0.79,47,-193,2017-03-06T21:41:45.542Z
2167,1100,0,0,1508,1262,1007.4,3963,11.76,20,80.02,0.79,59,-183,2017-03-06T21:29:36.315Z
2173,1100,0,0,1507,1264,1007.3,3963,11.74,20,79.95,0.79,60,-181,2017-03-06T21:23:33.950Z
2167,1100,0,0,1506,1264,1007.2,3963,11.74,20,79.9,0.79,64,-181,2017-03-06T21:17:28.734Z
2165,1100,0,0,1505,1263,1007.12,3963,11.76,910,79.83,0.79,44,-199,2017-03-06T21:11:30.889Z
2162,1100,0,0,1502,1267,1006.85,3963,11.78,20,79.68,0.79,44,-197,2017-03-06T20:53:18.143Z
2170,1100,0,0,1498,1264,1006.61,3963,11.8,20,79.55,0.79,59,-180,2017-03-06T20:29:02.610Z
2162,1100,0,0,1491,1260,1005.92,3963,11.91,20,79.22,0.79,57,-180,2017-03-06T19:46:35.532Z
2162,1100,0,0,1489,1263,1005.7,3968,11.93,20,79.1,0.79,65,-184,2017-03-06T19:34:32.268Z
2162,1100,0,0,1488,1264,1005.68,3963,11.93,20,79.03,0.79,67,-191,2017-03-06T19:28:24.179Z
2162,1100,0,0,1487,1257,1005.57,3963,11.93,20,79.01,0.79,43,-201,2017-03-06T19:22:29.040Z
2162,1100,0,0,1486,1251,1005.59,3963,11.96,20,78.93,0.79,44,-196,2017-03-06T19:16:17.037Z
2165,1100,0,0,1483,1259,1005.42,3968,12.04,20,78.64,0.79,39,-199,2017-03-06T18:58:11.137Z
2165,1100,0,0,1482,1255,1005.24,3963,12.07,20,78.57,0.79,63,-184,2017-03-06T18:52:02.958Z
2170,1100,0,0,1481,1255,1005.22,3963,12.09,20,78.52,0.79,41,-193,2017-03-06T18:46:00.431Z
2165,1100,0,0,1480,1252,1005.26,3963,12.12,20,78.41,0.79,46,-196,2017-03-06T18:39:56.992Z
2165,1100,0,0,1479,1255,1005.12,3963,12.14,20,78.28,0.79,47,-196,2017-03-06T18:33:54.657Z
2165,1100,0,0,1478,1260,1005.05,3963,12.17,20,78.18,0.79,52,-196,2017-03-06T18:27:50.050Z
2162,1100,1,0,1476,1267,1004.92,3963,12.23,20,77.84,0.79,60,-183,2017-03-06T18:15:45.681Z
2165,1100,5,0,1475,1259,1004.82,3963,12.25,20,77.66,0.79,39,-195,2017-03-06T18:09:43.932Z
2167,1100,10,0,1474,1264,1004.67,3963,12.28,20,77.57,0.79,62,-183,2017-03-06T18:03:40.053Z
2167,11100,17,0,1473,1252,1004.64,3968,12.3,20,77.44,0.79,41,-193,2017-03-06T17:57:38.271Z
2162,1100,55,0,1469,1264,1004.01,3963,12.41,20,77,0.79,67,-185,2017-03-06T17:33:24.745Z
2167,1100,64,0,1468,1260,1003.9,3968,12.45,20,76.96,0.79,67,-186,2017-03-06T17:27:19.563Z
2167,1100,99,0,1465,1254,1003.73,3963,12.55,20,77.19,0.79,36,-188,2017-03-06T17:09:14.051Z
2170,1100,122,0,1464,1270,1003.7,3968,12.58,20,77.35,0.79,51,-194,2017-03-06T17:03:10.221Z
2167,1100,160,0,1463,1273,1003.6,3963,12.62,20,77.56,0.79,49,-196,2017-03-06T16:57:07.965Z
2167,1100,456,0,1462,1297,1003.51,3968,12.64,20,77.83,0.79,31,-193,2017-03-06T16:51:04.811Z
2176,1100,553,0,1460,1278,1003.38,3963,12.6,20,78.1,0.79,40,-191,2017-03-06T16:39:00.195Z
2167,1100,384,0,1459,1286,1003.28,3963,12.6,20,78.21,0.79,44,-193,2017-03-06T16:32:58.019Z
2170,1100,304,0,1458,1279,1003.17,3968,12.6,20,78.28,0.79,47,-196,2017-03-06T16:27:07.291Z
2173,1100,291,0,1457,1260,1003.03,3963,12.64,20,78.43,0.79,39,-192,2017-03-06T16:20:59.124Z
2167,1100,239,0,1456,1272,1002.95,3968,12.65,20,78.46,0.79,67,-189,2017-03-06T16:14:51.800Z
2176,1100,248,0,1455,1267,1002.91,3968,12.66,20,78.51,0.79,51,-193,2017-03-06T16:08:50.037Z
2179,1100,241,0,1454,1279,1002.74,3968,12.69,20,78.53,0.79,48,-196,2017-03-06T16:02:47.565Z
2179,1100,215,0,1453,1276,1002.63,3968,12.71,20,78.55,0.79,44,-191,2017-03-06T15:56:45.154Z
2173,1100,312,0,1452,1292,1002.53,3968,12.73,20,78.59,0.79,48,-200,2017-03-06T15:50:43.510Z
2176,1100,360,0,1449,1275,1002.44,3963,12.79,20,78.66,0.79,46,-189,2017-03-06T15:32:46.656Z
2173,1100,197,0,1448,1272,1002.48,3968,12.82,20,78.88,0.79,48,-193,2017-03-06T15:26:42.827Z
2179,1100,329,0,1446,1299,1002.22,3968,12.87,20,79.52,0.79,48,-180,2017-03-06T15:14:37.698Z
2182,1100,760,0,1444,1310,1001.99,3968,12.84,20,79.95,0.79,52,-180,2017-03-06T15:02:33.201Z
2185,1100,999,0,1443,1320,1002.04,3968,12.82,20,80.21,0.79,39,-180,2017-03-06T14:56:30.227Z
2191,1100,999,0,1442,1304,1002,3968,12.73,20,80.24,0.79,62,-174,2017-03-06T14:50:33.335Z
2185,1100,445,0,1441,1291,1001.92,3968,12.71,20,80.4,0.79,43,-189,2017-03-06T14:44:40.537Z
2191,1100,331,0,1440,1287,1001.83,3968,12.7,20,80.62,0.79,47,-194,2017-03-06T14:38:31.756Z
2194,1100,295,0,1439,1304,1001.69,3968,12.68,20,80.86,0.79,48,-181,2017-03-06T14:32:27.584Z
2194,1100,576,0,1433,1300,1001.48,3968,12.44,20,81.87,0.79,44,-178,2017-03-06T13:56:15.428Z
2206,1100,844,0,1431,1308,1001.38,3968,12.36,120,82.01,0.79,39,-185,2017-03-06T13:44:09.096Z
2197,1100,756,0,1430,1308,1001.42,3968,12.33,120,82.07,0.79,48,-177,2017-03-06T13:38:06.967Z
2203,1100,590,0,1429,1292,1001.29,3968,12.32,120,82.09,0.79,51,-193,2017-03-06T13:32:05.547Z
2200,1100,319,0,1428,1279,1001.19,3968,12.34,120,82.23,0.79,51,-196,2017-03-06T13:26:02.735Z
2206,1100,291,0,1426,1287,1001.19,3972,12.41,120,82.6,0.79,51,-193,2017-03-06T13:13:58.496Z
2208,1100,621,0,1425,1292,1001.17,3968,12.43,120,82.89,0.79,52,-196,2017-03-06T13:07:57.301Z
2211,1001100,517,0,1423,1319,1001.02,3968,12.48,120,83.4,0.79,48,-176,2017-03-06T12:55:53.397Z
2223,1100,999,0,1422,1324,1000.83,3968,12.47,120,83.58,0.79,51,-180,2017-03-06T12:49:58.597Z
2217,1100,597,0,1421,1319,1000.74,3968,12.43,120,83.67,0.79,60,-178,2017-03-06T12:43:54.753Z
2220,1100,518,0,1420,1284,1000.7,3968,12.43,120,83.85,0.79,57,-176,2017-03-06T12:37:55.856Z
2223,1100,313,0,1419,1279,1000.69,3968,12.48,120,84.07,0.79,54,-188,2017-03-06T12:31:48.563Z
2235,1100,602,0,1417,1323,1000.45,3968,12.5,120,84.58,0.79,62,-177,2017-03-06T12:19:43.740Z
2229,1100,710,0,1416,1305,1000.51,3968,12.49,120,84.81,0.79,55,-185,2017-03-06T12:13:42.782Z
2235,1100,537,0,1415,1319,1000.35,3968,12.5,120,85.05,0.79,48,-184,2017-03-06T12:07:40.709Z
2241,1100,658,0,1414,1299,1000.3,3972,12.49,120,85.25,0.79,65,-173,2017-03-06T12:01:42.087Z
2244,1100,999,0,1412,1336,1000.21,3968,12.48,120,85.89,0.79,39,-176,2017-03-06T11:49:36.322Z
2244,1100,666,0,1411,1319,1000.25,3968,12.41,120,85.96,0.79,55,-175,2017-03-06T11:43:45.006Z
2252,1100,700,0,1410,1295,1000.34,3968,12.38,120,86.19,0.79,60,-175,2017-03-06T11:37:43.637Z
2250,1100,370,0,1409,1313,1000.19,3968,12.39,120,86.52,0.79,56,-180,2017-03-06T11:31:37.814Z
2252,1100,999,0,1408,1342,1000.1,3968,12.36,120,86.83,0.79,39,-175,2017-03-06T11:25:40.954Z
2252,1100,910,0,1407,1318,1000.1,3972,12.28,120,87,0.79,50,-188,2017-03-06T11:19:30.165Z
2261,1100,612,0,1406,1318,999.97,3972,12.26,120,87.23,0.79,48,-185,2017-03-06T11:13:40.437Z
2261,1001100,809,0,1404,1319,999.97,3972,12.21,120,87.77,0.79,56,-175,2017-03-06T11:01:27.557Z
2273,1100,999,0,1402,1331,999.81,3968,12.1,20,88.28,0.79,48,-170,2017-03-06T10:49:29.168Z
2270,1100,514,0,1401,1324,999.83,3968,12.03,120,88.41,0.79,54,-173,2017-03-06T10:43:21.799Z
2273,1100,685,0,1400,1315,999.73,3968,12,120,88.61,0.79,56,-184,2017-03-06T10:37:25.777Z
2282,1100,659,0,1399,1319,999.7,3972,11.99,120,88.83,0.79,58,-183,2017-03-06T10:31:22.785Z
2279,1100,813,0,1397,1347,999.62,3968,11.95,120,89.36,0.79,46,-185,2017-03-06T10:19:21.659Z
2282,1100,999,0,1396,1336,999.5,3968,11.89,120,89.4,0.79,62,-177,2017-03-06T10:13:13.327Z
2282,101100,999,0,1395,1361,999.41,3968,11.81,120,89.54,0.79,40,-178,2017-03-06T10:07:12.175Z
2288,1100,585,0,1393,1304,999.38,3972,11.68,120,89.61,0.79,62,-185,2017-03-06T09:55:08.829Z
2288,1100,604,0,1392,1304,999.26,3972,11.67,20,89.73,0.79,57,-183,2017-03-06T09:49:12.609Z
2288,1001100,587,0,1391,1313,999.29,3972,11.67,20,89.9,0.79,56,-184,2017-03-06T09:43:11.266Z
2293,1100,999,0,1388,1328,998.95,3972,11.62,20,90.3,0.79,55,-181,2017-03-06T09:24:58.471Z
2293,1001100,608,0,1387,1311,998.9,3972,11.56,120,90.35,0.79,59,-177,2017-03-06T09:18:54.080Z
2296,1100,734,0,1385,1322,998.72,3972,11.53,120,90.54,0.79,63,-184,2017-03-06T09:06:48.652Z
2299,1100,809,0,1384,1335,998.61,3972,11.51,120,90.67,0.79,51,-181,2017-03-06T09:00:45.936Z
2302,1100,999,0,1383,1326,998.5,3968,11.45,120,90.67,0.79,55,-185,2017-03-06T08:54:44.359Z
2299,1100,545,0,1382,1310,998.43,3972,11.4,120,90.66,0.79,57,-185,2017-03-06T08:48:40.721Z
2299,1100,447,0,1381,1324,998.38,3972,11.39,120,90.75,0.79,60,-180,2017-03-06T08:42:46.570Z
2305,1100,624,0,1380,1318,998.18,3972,11.36,120,90.76,0.79,57,-183,2017-03-06T08:36:40.004Z
2302,1100,443,0,1378,1307,997.95,3972,11.32,120,90.9,0.79,71,-183,2017-03-06T08:24:29.988Z
2305,1100,465,0,1377,1310,997.79,3963,11.31,120,91.03,0.79,64,-185,2017-03-06T08:18:28.167Z
2305,1100,546,0,1374,1320,997.33,3972,11.26,120,91.38,0.79,60,-181,2017-03-06T08:00:23.663Z
2308,1100,363,0,1373,1310,997.27,3972,11.25,120,91.48,0.79,64,-177,2017-03-06T07:54:17.886Z
2305,1100,466,0,1372,1308,997.23,3972,11.24,120,91.55,0.79,63,-181,2017-03-06T07:48:15.540Z
2291,1100,152,0,1368,1292,996.75,3972,11.19,120,91.32,0.79,70,-177,2017-03-06T07:23:58.997Z
2282,1100,152,0,1367,1287,996.54,3972,11.18,120,91.13,0.79,62,-188,2017-03-06T07:18:04.561Z
2279,1100,132,0,1366,1287,996.59,3972,11.15,120,90.91,0.79,56,-180,2017-03-06T07:11:51.386Z
2273,1001100,111,0,1365,1286,996.46,3972,11.11,120,90.36,0.79,63,-178,2017-03-06T07:05:47.667Z
2261,1100,82,0,1364,1275,996.27,3977,11.08,120,89.5,0.79,63,-184,2017-03-06T06:59:48.825Z
2258,1100,62,0,1363,1281,996.26,3977,11.07,120,88.73,0.79,60,-185,2017-03-06T06:53:40.471Z
2258,1100,42,0,1362,1278,996.26,3972,11.06,120,88.64,0.79,67,-173,2017-03-06T06:47:35.727Z
2258,1100,27,0,1361,1276,996.21,3972,11.06,120,88.61,0.79,75,-177,2017-03-06T06:41:31.305Z
2261,1100,1,0,1359,1276,996.24,3977,11.06,120,88.66,0.79,60,-182,2017-03-06T06:29:24.894Z
2267,1100,1,0,1358,1288,996.23,3977,11.06,120,88.68,0.79,78,-175,2017-03-06T06:23:25.149Z
2258,1100,0,0,1357,1272,996.15,3972,11.06,120,88.68,0.79,57,-181,2017-03-06T06:17:21.348Z
2258,1100,0,0,1356,1276,995.96,3977,11.06,120,88.71,0.79,75,-173,2017-03-06T06:11:11.905Z
2261,1100,0,0,1354,1292,996.02,3977,11.06,120,88.71,0.79,60,-191,2017-03-06T05:59:04.940Z
2261,1100,0,0,1353,1278,996.05,3972,11.06,120,88.71,0.79,68,-175,2017-03-06T05:53:02.529Z
2264,1100,0,0,1352,1271,996.07,3977,11.07,120,88.71,0.79,60,-188,2017-03-06T05:46:56.196Z
2267,1100,0,0,1351,1286,995.96,3977,11.06,20,88.71,0.79,63,-185,2017-03-06T05:40:52.832Z
2261,1100,0,0,1350,1272,996.06,3977,11.07,120,88.71,0.79,56,-185,2017-03-06T05:34:55.784Z
